epoch,train_loss,train_acc,test_acc,epsilon,hidden_eff_rank,hidden_entropy,hidden_k,M_explore,M_nominal,M_eff_tail,M_eff_contract,kappa_tail,kappa_contract,lambda_hybrid,peak_eff_rank,rank_violations,phase,weight_decay,injection_count
600,0.028520030350359004,1.0,0.0025808410505541216,0.2233698389949047,48.175587960149834,3.874852418899536,53,2.302585092994046,60.00000000000058,32.49326689902887,0.13866182119491394,0.5707177513496778,0.0,0.2,78.29600038150316,6,heat,0.1,600
650,0.024675049261314745,1.0,0.005768938818885684,0.21751959722940445,46.84636988033487,3.8468735218048096,53,2.302585092994046,65.00000000000058,35.213202094068485,0.16520174106618538,0.5692432481017117,0.005307983974254288,0.2,78.29600038150316,7,heat,0.1,650
700,0.0199715041104654,1.0,0.009564293304994687,0.22037449565058503,45.8771454893131,3.8259670734405518,52,2.302585092994046,70.0000000000003,37.9006247136037,0.16520174106618538,0.601806466738953,0.0,0.2,78.29600038150316,8,heat,0.1,700
750,0.015152545050473015,1.0,0.025049339608319416,0.2202000808256161,43.96400408388705,3.7833712100982666,51,2.302585092994046,75.00000000000001,40.55908871039218,0.16599350184128703,0.5036937537164071,0.00015835215502032807,0.2,78.29600038150316,9,heat,0.1,750
800,0.010961527458288456,1.0,0.04448155457719751,0.2222867893308498,41.51287611108607,3.726003646850586,49,2.302585092994046,79.99999999999973,43.26689516868119,0.16599350184128703,0.5373338398794086,0.0,0.2,78.29600038150316,10,heat,0.1,800
850,0.016512827277790774,0.9992912827781715,0.08440868377106421,0.22131365862125213,38.78783107991419,3.658106565475464,47,2.302585092994046,84.99999999999945,45.92566228121333,0.17038092874815414,0.5387226624652898,0.0008774853813734216,0.2,78.29600038150316,11,heat,0.1,850
900,0.010618261240810832,1.0,0.1335964779110369,0.22023637424504025,36.379427596475715,3.594003438949585,45,2.302585092994046,89.99999999999916,48.632792039565544,0.17526049588008435,0.5189845149535719,0.0009759134263860414,0.2,78.29600038150316,12,heat,0.1,900
950,0.008436334560328895,1.0,0.22180051616821012,0.2156788430202941,34.144800612193755,3.5306103229522705,43,2.302585092994046,94.99999999999888,51.3375383541866,0.19617143045905516,0.5144063488451459,0.00418218691579416,0.2,78.29600038150316,13,heat,0.1,950
1000,0.006417927307470798,1.0,0.31941703355093365,0.2230476673720295,33.378832250972124,3.5079219341278076,41,2.302585092994046,99.9999999999986,54.04436598067171,0.19617143045905516,0.5640716400047635,0.0,0.2,78.29600038150316,14,heat,0.1,1000
1050,0.004814332404882138,1.0,0.37999089114923335,0.22279534678400684,31.850645954670643,3.461057662963867,39,2.302585092994046,104.99999999999831,56.72656997207987,0.19730331144383972,0.565802885877629,0.00022637619695691077,0.2,78.29600038150316,15,heat,0.1,1050
1100,0.003997051031153826,1.0,0.5099438287536056,0.22237184486890724,29.642228173670556,3.38919997215271,36,2.302585092994046,109.99999999999802,59.40269670090428,0.19920597655843755,0.5750038528399085,0.0003805330229195638,0.2,78.29600038150316,16,heat,0.1,1100
1150,0.003310634778029715,1.0,0.6154546834674358,0.22147636024318657,28.178321799716294,3.338552951812744,34,2.302585092994046,114.99999999999774,62.121510557605085,0.20324107608314865,0.4781889229995022,0.0008070199049422211,0.2,78.29600038150316,17,heat,0.1,1150
1200,0.003965168030177455,1.0,0.774859571884014,0.21604269760876554,27.215891791287753,3.3038010597229004,33,2.302585092994046,119.99999999999746,64.85283444083088,0.22808087184447776,0.5474395089955926,0.0049679591522658224,0.2,78.29600038150316,18,heat,0.1,1200
1250,0.002546947809582422,1.0,0.8111431607712161,0.21628756698058504,26.039725846279502,3.2596232891082764,31,2.302585092994046,124.99999999999717,67.53738921263677,0.22808087184447776,0.6145214951830921,0.0,0.2,78.29600038150316,19,heat,0.1,1250
1300,0.0034806163530911615,1.0,0.9066342796417185,0.21540773183638123,25.5951538388505,3.242403030395508,30,2.302585092994046,129.9999999999969,70.25117695368851,0.2321570633844108,0.5630977642266592,0.0008152383079866119,0.2,78.29600038150316,20,heat,0.1,1300
1350,0.0029851173265711063,1.0,0.8595718840139669,0.21706345659412343,24.62769169685857,3.203871488571167,28,2.302585092994046,134.99999999999662,72.93022221836249,0.2321570633844108,0.5090468485658642,0.0,0.2,78.29600038150316,21,heat,0.1,1350
1400,0.0020443999983979525,1.0,0.9130104751783816,0.21918753321054185,24.247568521817108,3.1883163452148438,27,2.302585092994046,139.99999999999633,75.66191064582395,0.2321570633844108,0.5052754642377577,0.0,0.2,78.29600038150316,22,heat,0.1,1400
1450,0.0021934245283531275,1.0,0.9086078639744952,0.2191075712630163,23.779921743845485,3.168841600418091,26,2.302585092994046,144.99999999999605,78.35517376230605,0.23252194059885628,0.568933850510276,7.297544288909662e-05,0.2,78.29600038150316,23,heat,0.1,1450
1500,0.0013317115556859245,1.0,0.9230302110217095,0.21686838598113636,23.17938578646182,3.143263339996338,25,2.302585092994046,149.99999999999577,81.02266542580332,0.2427940894822502,0.5158390994922578,0.0020544297766787846,0.2,78.29600038150316,24,heat,0.1,1500
1550,0.0031060481028668293,0.9992912827781715,0.9489904357066951,0.22138510531181213,23.212484877373072,3.1446902751922607,24,2.302585092994046,154.99999999999548,83.71258689187253,0.2427940894822502,0.5573030754727964,0.0,0.2,78.29600038150316,25,heat,0.1,1550
1600,0.0012091022581701952,1.0,0.9540003036283589,0.21745636511306923,23.416406266337983,3.1534368991851807,24,2.302585092994046,159.9999999999952,86.43913570973096,0.2606996222472988,0.5385801216744198,0.003581106553009719,0.2,78.29600038150316,26,heat,0.1,1600
1650,0.0021654606790943195,1.0,0.930469105814483,0.21401249879000087,22.722277976978766,3.1233458518981934,23,2.302585092994046,164.9999999999949,89.14757430888957,0.2766634136022579,0.6017181776453202,0.003192758270991812,0.2,78.29600038150316,27,heat,0.1,1650
1700,0.0014010903649599755,1.0,0.9328981326855929,0.21517807980403056,22.90447162676653,3.1313321590423584,23,2.302585092994046,169.99999999999463,91.8234971276172,0.2766634136022579,0.48953985608377054,0.0,0.2,78.29600038150316,28,heat,0.1,1700
1750,0.0015117051385964836,1.0,0.9562775163200243,0.22216347473577885,22.838294518164638,3.128438711166382,22,2.302585092994046,174.99999999999434,94.52518708990772,0.2766634136022579,0.4853613885937283,0.0,0.2,78.29600038150316,29,heat,0.1,1750
1800,0.0019051161314830088,1.0,0.9515712767572492,0.22054526799881824,22.958959181363138,3.1337082386016846,22,2.302585092994046,179.99999999999406,97.2017793114492,0.2839739263057453,0.5545627766727895,0.00146210254069749,0.2,78.29600038150316,30,heat,0.1,1800
1850,0.007604933651202126,0.9989369241672572,0.9128586609989373,0.21579725912918962,22.825518504984757,3.1278791427612305,22,2.302585092994046,184.99999999999378,99.85557535421609,0.30573754540238807,0.5477397812042457,0.00435272381932855,0.2,78.29600038150316,31,heat,0.1,1850
1900,0.0015082427080718023,1.0,0.9623500834977987,0.2110639058752242,22.924346823112337,3.13219952583313,22,2.302585092994046,189.9999999999935,102.57412201647782,0.3279159381025569,0.5389624280693347,0.004435678540033771,0.2,78.29600038150316,32,heat,0.1,1900
1950,0.0014602625290836813,1.0,0.96796720813724,0.2199446261395959,22.720197785523805,3.1232542991638184,21,2.302585092994046,194.9999999999932,105.32348472972726,0.3279159381025569,0.5411611313915389,0.0,0.2,78.29600038150316,33,heat,0.1,1950
2000,0.003784369882579014,1.0,0.943069682708365,0.220574176889916,22.590083662941197,3.117511034011841,21,2.302585092994046,199.99999999999292,108.01178299405382,0.3279159381025569,0.4270458120468376,0.0,0.2,78.29600038150316,34,heat,0.1,2000
2050,0.0008646608359908255,1.0,0.9652345529072416,0.21713635307031742,22.442600491893202,3.1109609603881836,21,2.302585092994046,204.99999999999264,110.67060555423306,0.34362446817671627,0.5059618067948831,0.0031417060148318725,0.2,78.29600038150316,35,heat,0.1,2050
2100,0.0010480854367295412,1.0,0.9649309245483528,0.21048795034842274,22.21806941077619,3.1009058952331543,21,2.302585092994046,209.99999999999235,113.34823080265973,0.37472157106385656,0.5607538136575733,0.006219420577428062,0.2,78.29600038150316,36,heat,0.1,2100
2150,0.001803825035322709,1.0,0.9650827387277972,0.20898511331357925,22.3925521174011,3.1087284088134766,21,2.302585092994046,214.99999999999207,116.05108044986333,0.3818869582842103,0.5848003119948288,0.001433077444070756,0.2,78.29600038150316,37,heat,0.1,2150
2200,0.0010632071690270869,1.0,0.9373007438894793,0.222543439156146,22.492514044301483,3.113182544708252,20,2.302585092994046,219.9999999999918,118.76303029315133,0.3818869582842103,0.4944531708922651,0.0,0.2,78.29600038150316,38,heat,0.1,2200
2250,0.0014925743152884453,1.0,0.9670563230605739,0.20835404362207177,22.772867841862453,3.1255698204040527,21,2.302585092994046,224.9999999999915,121.43847547857065,0.4477705074841899,0.5923421967377018,0.013176709839995917,0.2,78.29600038150316,39,heat,0.1,2250
2300,0.0009507932357406238,1.0,0.9722180051616821,0.20975028799988518,22.740395608622894,3.12414288520813,21,2.302585092994046,229.99999999999122,124.10869403281707,0.4477705074841899,0.5452743636829464,0.0,0.2,78.29600038150316,40,heat,0.1,2300
2350,0.0012032672631109437,1.0,0.9781387581600122,0.22338225074457146,22.722055864121966,3.12333607673645,20,2.302585092994046,234.99999999999093,126.786737376667,0.4477705074841899,0.5649018192242009,0.0,0.2,78.29600038150316,41,heat,0.1,2350
